t,robot_id,target_future_conflict,state_AVAILABLE,state_IN_PROGRESS,is_carrying,x_norm,y_norm,local_density_3_smooth,local_density_5_smooth,density_3_zscore,density_3_peak,density_3_accel,density_5_zscore,density_5_peak,density_5_accel,steps_stationary,stationary_ratio,neighbour_static_count,density_3_delta,density_5_delta,density_spread,density_3_lag_1,density_5_lag_1,density_3_lag_2,density_5_lag_2,density_3_lag_3,density_5_lag_3
48,38,0.0,0,1,1,0.5,0.7142857142857143,0.8,4.2,0.36548799526311404,1.0,-3.0,-0.16730170000173666,6.0,-5.0,0,0.0,43,-1.0,-3.0,4.0,1.0,4.0,0.0,4.0,1.0,3.0
49,38,0.0,0,1,1,0.5,0.7619047619047619,0.8,4.2,0.36548799526311404,1.0,1.0,1.5057153000156285,6.0,0.0,0,0.0,43,0.0,0.0,6.0,1.0,4.0,1.0,4.0,0.0,4.0
50,38,1.0,0,1,1,0.5,0.8095238095238095,1.0,5.0,1.238993430992955,2.0,3.0,1.320817650626226,7.0,9.0,0,0.0,43,1.0,4.0,3.5,1.0,6.0,1.0,4.0,1.0,4.0
51,38,1.0,0,1,1,0.5,0.8571428571428571,1.4,5.4,0.9263225327693101,2.0,5.0,0.41619244240219205,7.0,6.0,0,0.0,43,2.0,2.0,3.0,2.0,7.0,1.0,6.0,1.0,4.0
52,38,1.0,0,1,1,0.5,0.9047619047619048,1.6,5.8,0.6175483551795398,2.0,3.0,0.1673017000017367,7.0,7.0,0,0.0,43,1.0,2.0,3.0,2.0,6.0,2.0,7.0,1.0,6.0
53,38,1.0,0,1,1,0.5,0.9523809523809523,2.0,6.0,1.2389934309929547,3.0,3.0,-1.2389934309929547,7.0,4.0,0,0.0,43,2.0,1.0,1.6666666666666667,2.0,6.0,2.0,6.0,2.0,7.0
54,38,1.0,0,1,1,0.5,0.9523809523809523,2.4,5.8,0.9263225327693101,3.0,2.0,-0.8540985814887834,7.0,-1.0,1,0.2,43,2.0,-1.0,1.6666666666666667,3.0,5.0,2.0,6.0,2.0,6.0
55,38,1.0,0,1,1,0.5,0.9523809523809523,2.6,5.4,0.6175483551795398,3.0,0.0,-0.6175483551795405,6.0,-6.0,2,0.4,43,1.0,-2.0,1.6666666666666667,3.0,5.0,3.0,5.0,2.0,6.0
56,38,1.0,0,1,1,0.5,0.9523809523809523,2.8,5.2,0.3654879952631143,3.0,-1.0,-0.3654879952631143,6.0,-3.0,3,0.6,43,1.0,-1.0,1.6666666666666667,3.0,5.0,3.0,5.0,3.0,5.0
57,38,1.0,0,1,1,0.5,0.9523809523809523,3.0,5.0,0.0,3.0,0.0,0.0,5.0,-3.0,4,0.8,43,1.0,-1.0,1.6666666666666667,3.0,5.0,3.0,5.0,3.0,5.0
58,38,1.0,0,1,1,0.5,0.9523809523809523,3.0,5.0,0.0,3.0,-2.0,0.0,5.0,-1.0,5,1.0,43,0.0,0.0,1.6666666666666667,3.0,5.0,3.0,5.0,3.0,5.0
59,38,1.0,0,1,1,0.5,0.9523809523809523,3.0,5.0,0.0,3.0,-2.0,0.0,5.0,1.0,6,1.0,43,0.0,0.0,1.6666666666666667,3.0,5.0,3.0,5.0,3.0,5.0
60,38,1.0,0,1,1,0.5,0.9523809523809523,3.0,5.0,0.0,3.0,-1.0,0.0,5.0,2.0,7,1.0,43,0.0,0.0,1.6666666666666667,3.0,5.0,3.0,5.0,3.0,5.0
61,38,1.0,0,1,1,0.5,0.9523809523809523,3.0,5.0,0.0,3.0,-1.0,0.0,5.0,1.0,8,1.0,43,0.0,0.0,1.6666666666666667,3.0,5.0,3.0,5.0,3.0,5.0
62,38,1.0,0,1,1,0.5,0.9523809523809523,3.0,5.0,0.0,3.0,-1.0,0.0,5.0,1.0,9,1.0,43,0.0,0.0,1.6666666666666667,3.0,5.0,3.0,5.0,3.0,5.0
63,38,1.0,0,1,1,0.5,0.9523809523809523,3.0,5.0,0.0,3.0,0.0,0.0,5.0,0.0,10,1.0,43,0.0,0.0,1.6666666666666667,3.0,5.0,3.0,5.0,3.0,5.0
64,38,1.0,0,1,1,0.5,0.9523809523809523,3.0,5.0,0.0,3.0,0.0,0.0,5.0,0.0,11,1.0,43,0.0,0.0,1.6666666666666667,3.0,5.0,3.0,5.0,3.0,5.0
65,38,1.0,0,1,1,0.5,0.9523809523809523,3.0,5.0,0.0,3.0,0.0,0.0,5.0,0.0,12,1.0,43,0.0,0.0,1.6666666666666667,3.0,5.0,3.0,5.0,3.0,5.0
66,38,1.0,0,1,1,0.5,0.9523809523809523,3.0,5.0,0.0,3.0,0.0,0.0,5.0,0.0,13,1.0,43,0.0,0.0,1.6666666666666667,3.0,5.0,3.0,5.0,3.0,5.0
67,38,1.0,0,1,1,0.5,0.9523809523809523,3.0,5.0,0.0,3.0,0.0,0.0,5.0,0.0,14,1.0,43,0.0,0.0,1.6666666666666667,3.0,5.0,3.0,5.0,3.0,5.0
68,38,1.0,0,1,1,0.5,0.9523809523809523,3.0,5.0,0.0,3.0,0.0,0.0,5.0,0.0,15,1.0,43,0.0,0.0,1.6666666666666667,3.0,5.0,3.0,5.0,3.0,5.0
69,38,1.0,0,1,1,0.5,0.9523809523809523,3.0,5.0,0.0,3.0,0.0,0.0,5.0,0.0,16,1.0,43,0.0,0.0,1.6666666666666667,3.0,5.0,3.0,5.0,3.0,5.0
70,38,1.0,0,1,1,0.5,0.9523809523809523,3.0,5.0,0.0,3.0,0.0,0.0,5.0,0.0,17,1.0,43,0.0,0.0,1.6666666666666667,3.0,5.0,3.0,5.0,3.0,5.0
71,38,1.0,0,1,1,0.5,0.9523809523809523,3.0,5.0,0.0,3.0,0.0,0.0,5.0,0.0,18,1.0,43,0.0,0.0,1.6666666666666667,3.0,5.0,3.0,5.0,3.0,5.0
72,38,1.0,0,1,1,0.5,0.9523809523809523,3.0,5.0,0.0,3.0,0.0,0.0,5.0,0.0,19,1.0,43,0.0,0.0,1.6666666666666667,3.0,5.0,3.0,5.0,3.0,5.0
73,38,1.0,0,1,1,0.5,0.9523809523809523,3.0,5.0,0.0,3.0,0.0,0.0,5.0,0.0,20,1.0,43,0.0,0.0,1.6666666666666667,3.0,5.0,3.0,5.0,3.0,5.0
74,38,1.0,0,1,1,0.5,0.9523809523809523,3.0,5.0,0.0,3.0,0.0,0.0,5.0,0.0,21,1.0,43,0.0,0.0,1.6666666666666667,3.0,5.0,3.0,5.0,3.0,5.0
75,38,1.0,0,1,1,0.5,0.9523809523809523,3.0,5.0,0.0,3.0,0.0,0.0,5.0,0.0,22,1.0,43,0.0,0.0,1.6666666666666667,3.0,5.0,3.0,5.0,3.0,5.0
76,38,1.0,0,1,1,0.5,0.9523809523809523,3.0,5.0,0.0,3.0,0.0,0.0,5.0,0.0,23,1.0,43,0.0,0.0,1.6666666666666667,3.0,5.0,3.0,5.0,3.0,5.0
77,38,1.0,0,1,1,0.5,0.9523809523809523,3.0,5.0,0.0,3.0,0.0,0.0,5.0,0.0,24,1.0,43,0.0,0.0,1.6666666666666667,3.0,5.0,3.0,5.0,3.0,5.0
78,38,1.0,0,1,1,0.5,0.9523809523809523,3.0,5.0,0.0,3.0,0.0,0.0,5.0,0.0,25,1.0,43,0.0,0.0,1.6666666666666667,3.0,5.0,3.0,5.0,3.0,5.0
79,38,1.0,0,1,1,0.5,0.9523809523809523,3.0,5.0,0.0,3.0,0.0,0.0,5.0,0.0,26,1.0,43,0.0,0.0,1.6666666666666667,3.0,5.0,3.0,5.0,3.0,5.0
80,38,1.0,0,1,1,0.5,0.9523809523809523,3.0,5.0,0.0,3.0,0.0,0.0,5.0,0.0,27,1.0,43,0.0,0.0,1.6666666666666667,3.0,5.0,3.0,5.0,3.0,5.0
81,38,1.0,0,1,1,0.5,0.9523809523809523,3.0,5.0,0.0,3.0,0.0,0.0,5.0,0.0,28,1.0,43,0.0,0.0,1.6666666666666667,3.0,5.0,3.0,5.0,3.0,5.0
82,38,1.0,0,1,1,0.5,0.9523809523809523,3.0,5.0,0.0,3.0,0.0,0.0,5.0,0.0,29,1.0,43,0.0,0.0,1.6666666666666667,3.0,5.0,3.0,5.0,3.0,5.0
83,38,1.0,0,1,1,0.5,0.9523809523809523,3.0,5.0,0.0,3.0,0.0,0.0,5.0,0.0,30,1.0,43,0.0,0.0,1.6666666666666667,3.0,5.0,3.0,5.0,3.0,5.0
84,38,1.0,0,1,1,0.5,0.9523809523809523,3.0,5.0,0.0,3.0,0.0,0.0,5.0,0.0,31,1.0,43,0.0,0.0,1.6666666666666667,3.0,5.0,3.0,5.0,3.0,5.0
85,38,1.0,0,1,1,0.5,0.9523809523809523,3.0,5.0,0.0,3.0,0.0,0.0,5.0,0.0,32,1.0,43,0.0,0.0,1.6666666666666667,3.0,5.0,3.0,5.0,3.0,5.0
86,38,1.0,0,1,1,0.5,0.9523809523809523,3.0,5.0,0.0,3.0,0.0,0.0,5.0,0.0,33,1.0,43,0.0,0.0,1.6666666666666667,3.0,5.0,3.0,5.0,3.0,5.0
87,38,1.0,0,1,1,0.5,0.9523809523809523,3.0,5.0,0.0,3.0,0.0,0.0,5.0,0.0,34,1.0,43,0.0,0.0,1.6666666666666667,3.0,5.0,3.0,5.0,3.0,5.0
88,38,1.0,0,1,1,0.5,0.9523809523809523,3.0,5.0,0.0,3.0,0.0,0.0,5.0,0.0,35,1.0,43,0.0,0.0,1.6666666666666667,3.0,5.0,3.0,5.0,3.0,5.0
89,38,1.0,0,1,1,0.5,0.9523809523809523,3.0,5.0,0.0,3.0,0.0,0.0,5.0,0.0,36,1.0,43,0.0,0.0,1.6666666666666667,3.0,5.0,3.0,5.0,3.0,5.0
90,38,1.0,0,1,1,0.5,0.9523809523809523,3.0,5.0,0.0,3.0,0.0,0.0,5.0,0.0,37,1.0,43,0.0,0.0,1.6666666666666667,3.0,5.0,3.0,5.0,3.0,5.0
91,38,1.0,0,1,1,0.5,0.9523809523809523,3.0,5.0,0.0,3.0,0.0,0.0,5.0,0.0,38,1.0,43,0.0,0.0,1.6666666666666667,3.0,5.0,3.0,5.0,3.0,5.0
92,38,1.0,0,1,1,0.5,0.9523809523809523,3.0,5.0,0.0,3.0,0.0,0.0,5.0,0.0,39,1.0,43,0.0,0.0,1.6666666666666667,3.0,5.0,3.0,5.0,3.0,5.0
93,38,1.0,0,1,1,0.5,0.9523809523809523,3.0,5.0,0.0,3.0,0.0,0.0,5.0,0.0,40,1.0,43,0.0,0.0,1.6666666666666667,3.0,5.0,3.0,5.0,3.0,5.0
94,38,1.0,0,1,1,0.5,0.9523809523809523,3.0,5.0,0.0,3.0,0.0,0.0,5.0,0.0,41,1.0,43,0.0,0.0,1.6666666666666667,3.0,5.0,3.0,5.0,3.0,5.0
95,38,1.0,0,1,1,0.5,0.9523809523809523,3.0,5.0,0.0,3.0,0.0,0.0,5.0,0.0,42,1.0,43,0.0,0.0,1.6666666666666667,3.0,5.0,3.0,5.0,3.0,5.0
96,38,1.0,0,1,1,0.5,0.9523809523809523,3.0,5.0,0.0,3.0,0.0,0.0,5.0,0.0,43,1.0,43,0.0,0.0,1.6666666666666667,3.0,5.0,3.0,5.0,3.0,5.0
97,38,1.0,0,1,1,0.5,0.9523809523809523,3.0,5.0,0.0,3.0,0.0,0.0,5.0,0.0,44,1.0,43,0.0,0.0,1.6666666666666667,3.0,5.0,3.0,5.0,3.0,5.0
98,38,1.0,0,1,1,0.5,0.9523809523809523,3.0,5.0,0.0,3.0,0.0,0.0,5.0,0.0,45,1.0,43,0.0,0.0,1.6666666666666667,3.0,5.0,3.0,5.0,3.0,5.0
99,38,1.0,0,1,1,0.5,0.9523809523809523,3.0,5.0,0.0,3.0,0.0,0.0,5.0,0.0,46,1.0,43,0.0,0.0,1.6666666666666667,3.0,5.0,3.0,5.0,3.0,5.0
100,38,1.0,0,1,1,0.5,0.9523809523809523,3.0,5.0,0.0,3.0,0.0,0.0,5.0,0.0,47,1.0,43,0.0,0.0,1.6666666666666667,3.0,5.0,3.0,5.0,3.0,5.0
101,38,1.0,0,1,1,0.5,0.9523809523809523,3.0,5.0,0.0,3.0,0.0,0.0,5.0,0.0,48,1.0,43,0.0,0.0,1.6666666666666667,3.0,5.0,3.0,5.0,3.0,5.0
102,38,1.0,0,1,1,0.5,0.9523809523809523,3.0,5.0,0.0,3.0,0.0,0.0,5.0,0.0,49,1.0,43,0.0,0.0,1.6666666666666667,3.0,5.0,3.0,5.0,3.0,5.0
103,38,1.0,0,1,1,0.5,0.9523809523809523,3.0,5.0,0.0,3.0,0.0,0.0,5.0,0.0,50,1.0,43,0.0,0.0,1.6666666666666667,3.0,5.0,3.0,5.0,3.0,5.0
104,38,1.0,0,1,1,0.5,0.9523809523809523,3.0,5.0,0.0,3.0,0.0,0.0,5.0,0.0,51,1.0,43,0.0,0.0,1.6666666666666667,3.0,5.0,3.0,5.0,3.0,5.0
105,38,1.0,0,1,1,0.5,0.9523809523809523,3.0,5.0,0.0,3.0,0.0,0.0,5.0,0.0,52,1.0,43,0.0,0.0,1.6666666666666667,3.0,5.0,3.0,5.0,3.0,5.0
106,38,1.0,0,1,1,0.5,0.9523809523809523,3.0,5.0,0.0,3.0,0.0,0.0,5.0,0.0,53,1.0,43,0.0,0.0,1.6666666666666667,3.0,5.0,3.0,5.0,3.0,5.0
107,38,1.0,0,1,1,0.5,0.9523809523809523,3.0,5.0,0.0,3.0,0.0,0.0,5.0,0.0,54,1.0,43,0.0,0.0,1.6666666666666667,3.0,5.0,3.0,5.0,3.0,5.0
108,38,1.0,0,1,1,0.5,0.9523809523809523,3.0,5.0,0.0,3.0,0.0,0.0,5.0,0.0,55,1.0,43,0.0,0.0,1.6666666666666667,3.0,5.0,3.0,5.0,3.0,5.0
109,38,1.0,0,1,1,0.5,0.9523809523809523,3.0,5.0,0.0,3.0,0.0,0.0,5.0,0.0,56,1.0,43,0.0,0.0,1.6666666666666667,3.0,5.0,3.0,5.0,3.0,5.0
110,38,1.0,0,1,1,0.5,0.9523809523809523,3.0,5.0,0.0,3.0,0.0,0.0,5.0,0.0,57,1.0,43,0.0,0.0,1.6666666666666667,3.0,5.0,3.0,5.0,3.0,5.0
111,38,1.0,0,1,1,0.5,0.9523809523809523,3.0,5.0,0.0,3.0,0.0,0.0,5.0,0.0,58,1.0,43,0.0,0.0,1.6666666666666667,3.0,5.0,3.0,5.0,3.0,5.0
112,38,1.0,0,1,1,0.5,0.9523809523809523,3.0,5.0,0.0,3.0,0.0,0.0,5.0,0.0,59,1.0,43,0.0,0.0,1.6666666666666667,3.0,5.0,3.0,5.0,3.0,5.0
113,38,1.0,0,1,1,0.5,0.9523809523809523,3.0,5.0,0.0,3.0,0.0,0.0,5.0,0.0,60,1.0,43,0.0,0.0,1.6666666666666667,3.0,5.0,3.0,5.0,3.0,5.0
114,38,1.0,0,1,1,0.5,0.9523809523809523,3.0,5.0,0.0,3.0,0.0,0.0,5.0,0.0,61,1.0,43,0.0,0.0,1.6666666666666667,3.0,5.0,3.0,5.0,3.0,5.0
115,38,1.0,0,1,1,0.5,0.9523809523809523,3.0,5.0,0.0,3.0,0.0,0.0,5.0,0.0,62,1.0,43,0.0,0.0,1.6666666666666667,3.0,5.0,3.0,5.0,3.0,5.0
116,38,1.0,0,1,1,0.5,0.9523809523809523,3.0,5.0,0.0,3.0,0.0,0.0,5.0,0.0,63,1.0,43,0.0,0.0,1.6666666666666667,3.0,5.0,3.0,5.0,3.0,5.0
117,38,1.0,0,1,1,0.5,0.9523809523809523,3.0,5.0,0.0,3.0,0.0,0.0,5.0,0.0,64,1.0,43,0.0,0.0,1.6666666666666667,3.0,5.0,3.0,5.0,3.0,5.0
118,38,1.0,0,1,1,0.5,0.9523809523809523,3.0,5.0,0.0,3.0,0.0,0.0,5.0,0.0,65,1.0,43,0.0,0.0,1.6666666666666667,3.0,5.0,3.0,5.0,3.0,5.0
119,38,1.0,0,1,1,0.5,0.9523809523809523,3.0,5.0,0.0,3.0,0.0,0.0,5.0,0.0,66,1.0,43,0.0,0.0,1.6666666666666667,3.0,5.0,3.0,5.0,3.0,5.0
120,38,1.0,0,1,1,0.5,0.9523809523809523,3.0,5.0,0.0,3.0,0.0,0.0,5.0,0.0,67,1.0,43,0.0,0.0,1.6666666666666667,3.0,5.0,3.0,5.0,3.0,5.0
121,38,1.0,0,1,1,0.5,0.9523809523809523,3.0,5.0,0.0,3.0,0.0,0.0,5.0,0.0,68,1.0,43,0.0,0.0,1.6666666666666667,3.0,5.0,3.0,5.0,3.0,5.0
122,38,1.0,0,1,1,0.5,0.9523809523809523,3.0,5.0,0.0,3.0,0.0,0.0,5.0,0.0,69,1.0,43,0.0,0.0,1.6666666666666667,3.0,5.0,3.0,5.0,3.0,5.0
1,39,1.0,1,0,1,0.8181818181818182,1.0,6.0,9.0,0.0,6.0,0.0,0.0,9.0,0.0,0,0.0,0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0
2,39,1.0,1,0,1,0.8181818181818182,1.0,6.0,9.0,0.0,6.0,0.0,0.0,9.0,0.0,1,0.5,43,0.0,0.0,1.5,6.0,9.0,0.0,0.0,0.0,0.0
3,39,1.0,1,0,1,0.8181818181818182,1.0,6.0,9.0,0.0,6.0,0.0,0.0,9.0,0.0,2,0.6666666666666666,43,0.0,0.0,1.5,6.0,9.0,6.0,9.0,0.0,0.0
4,39,1.0,0,1,1,0.8181818181818182,1.0,6.0,9.0,0.0,6.0,0.0,0.0,9.0,0.0,3,0.75,43,0.0,0.0,1.5,6.0,9.0,6.0,9.0,6.0,9.0
5,39,1.0,0,1,1,0.8181818181818182,1.0,6.0,9.0,0.0,6.0,0.0,0.0,9.0,0.0,4,0.8,43,0.0,0.0,1.5,6.0,9.0,6.0,9.0,6.0,9.0
6,39,1.0,0,1,1,0.8181818181818182,1.0,5.8,9.0,-1.4619519810524544,6.0,0.0,0.0,9.0,0.0,5,1.0,25,-1.0,0.0,1.8,6.0,9.0,6.0,9.0,6.0,9.0
7,39,1.0,0,1,1,0.8181818181818182,1.0,5.0,9.0,-1.63750917147379,6.0,0.0,0.0,9.0,0.0,6,1.0,25,-4.0,0.0,4.5,5.0,9.0,6.0,9.0,6.0,9.0
8,39,0.0,0,1,1,0.8181818181818182,1.0,4.2,8.8,-1.0235461424874042,6.0,0.0,-1.461951981052455,9.0,0.0,7,1.0,26,-4.0,-1.0,4.0,2.0,9.0,5.0,9.0,6.0,9.0
9,39,0.0,0,1,1,0.8181818181818182,1.0,3.4,8.2,-0.6831404792998708,6.0,0.0,-1.5671296202894465,9.0,0.0,8,1.0,25,-4.0,-3.0,3.0,2.0,8.0,2.0,9.0,5.0,9.0
10,39,0.0,0,1,1,0.8181818181818182,1.0,2.6,7.2,-0.41619244240219244,5.0,0.0,-1.4109668836625195,9.0,0.0,9,1.0,25,-4.0,-5.0,2.0,2.0,6.0,2.0,8.0,2.0,9.0
11,39,0.0,0,1,1,0.8181818181818182,1.0,2.0,6.2,0.0,2.0,-2.0,-0.9242335010474391,9.0,-5.0,10,1.0,27,-3.0,-5.0,2.0,2.0,4.0,2.0,6.0,2.0,8.0
12,39,0.0,0,1,1,0.8181818181818182,1.0,2.0,5.2,0.0,2.0,4.0,-0.635305723636301,8.0,-5.0,11,1.0,33,0.0,-5.0,2.0,2.0,4.0,2.0,4.0,2.0,6.0
13,39,0.0,0,1,1,0.7727272727272727,1.0,2.2,4.6,1.4619519810524544,3.0,5.0,0.4022416156961619,6.0,-2.0,0,0.8,31,1.0,-3.0,1.6666666666666667,2.0,4.0,2.0,4.0,2.0,4.0
14,39,0.0,0,1,1,0.7727272727272727,0.9523809523809523,2.2,4.4,-0.365487995263114,3.0,4.0,0.9263225327693181,5.0,2.0,0,0.6,26,0.0,-1.0,2.5,3.0,5.0,2.0,4.0,2.0,4.0
15,39,0.0,0,1,1,0.7727272727272727,0.9047619047619048,2.4,4.6,0.9263225327693094,3.0,5.0,0.6175483551795463,5.0,6.0,0,0.4,29,1.0,1.0,1.6666666666666667,2.0,5.0,3.0,5.0,2.0,4.0
16,39,0.0,0,1,1,0.7727272727272727,0.8571428571428571,2.6,4.8,0.6175483551795394,3.0,4.0,0.36548799526311926,5.0,6.0,0,0.2,29,1.0,1.0,1.6666666666666667,3.0,5.0,2.0,5.0,3.0,5.0
17,39,0.0,0,1,1,0.7727272727272727,0.8095238095238095,3.0,5.0,1.2389934309929542,4.0,2.0,0.0,5.0,6.0,0,0.0,29,2.0,1.0,1.25,3.0,5.0,3.0,5.0,2.0,5.0
18,39,0.0,0,1,1,0.8181818181818182,0.8095238095238095,3.0,5.0,0.0,4.0,-1.0,0.0,5.0,3.0,0,0.0,30,0.0,0.0,1.6666666666666667,4.0,5.0,3.0,5.0,3.0,5.0
19,39,0.0,0,1,1,0.8181818181818182,0.8095238095238095,3.2,5.0,-0.365487995263114,4.0,1.0,0.0,5.0,1.0,1,0.2,33,1.0,0.0,1.6666666666666667,3.0,5.0,4.0,5.0,3.0,5.0
20,39,0.0,0,1,1,0.8181818181818182,0.8095238095238095,3.2,5.0,-0.365487995263114,4.0,-1.0,0.0,5.0,-1.0,2,0.4,32,0.0,0.0,1.6666666666666667,3.0,5.0,3.0,5.0,4.0,5.0
21,39,0.0,0,1,1,0.8181818181818182,0.8095238095238095,3.2,5.0,-0.365487995263114,4.0,-1.0,0.0,5.0,-1.0,3,0.6,32,0.0,0.0,1.6666666666666667,3.0,5.0,3.0,5.0,3.0,5.0
22,39,0.0,0,1,1,0.8181818181818182,0.8095238095238095,3.0,5.0,0.0,3.0,-3.0,0.0,5.0,-1.0,4,0.8,33,-1.0,0.0,1.6666666666666667,3.0,5.0,3.0,5.0,3.0,5.0
23,39,1.0,0,1,1,0.8181818181818182,0.8095238095238095,3.0,5.0,0.0,3.0,0.0,0.0,5.0,0.0,5,1.0,34,0.0,0.0,1.6666666666666667,3.0,5.0,3.0,5.0,3.0,5.0
24,39,1.0,0,1,1,0.8181818181818182,0.8095238095238095,3.0,5.0,0.0,3.0,-1.0,0.0,5.0,0.0,6,1.0,34,0.0,0.0,1.6666666666666667,3.0,5.0,3.0,5.0,3.0,5.0
25,39,1.0,0,1,1,0.8181818181818182,0.8095238095238095,2.8,5.0,-1.4619519810524544,3.0,-1.0,0.0,5.0,0.0,7,1.0,32,-1.0,0.0,2.5,3.0,5.0,3.0,5.0,3.0,5.0
26,39,1.0,0,1,1,0.8181818181818182,0.8095238095238095,2.6,4.8,-0.9263225327693094,3.0,-1.0,-1.4619519810524544,5.0,-1.0,8,1.0,35,-1.0,-1.0,2.0,2.0,5.0,3.0,5.0,3.0,5.0
27,39,1.0,0,1,1,0.8181818181818182,0.8095238095238095,2.4,4.4,-0.6175483551795394,3.0,0.0,-1.40784565493656,5.0,-2.0,9,1.0,36,-1.0,-2.0,1.5,2.0,4.0,2.0,5.0,3.0,5.0
28,39,1.0,0,1,1,0.8181818181818182,0.8095238095238095,2.0,4.0,-1.2389934309929542,3.0,-2.0,-0.9090909090909091,5.0,-2.0,10,1.0,34,-2.0,-2.0,3.0,2.0,3.0,2.0,4.0,2.0,5.0
29,39,1.0,0,1,1,0.8181818181818182,0.8095238095238095,1.6,3.8,-0.9263225327693094,2.0,-2.0,0.213524645372196,5.0,-1.0,11,1.0,33,-2.0,-1.0,4.0,1.0,3.0,2.0,3.0,2.0,4.0
30,39,1.0,0,1,1,0.8181818181818182,0.8095238095238095,1.4,3.4,-0.6175483551795394,2.0,0.0,-0.6175483551795395,4.0,-2.0,12,1.0,35,-1.0,-2.0,3.0,1.0,4.0,1.0,3.0,2.0,3.0
31,39,1.0,0,1,1,0.8181818181818182,0.8095238095238095,1.2,3.2,-0.3654879952631136,2.0,0.0,-0.365487995263114,4.0,0.0,13,1.0,36,-1.0,-1.0,3.0,1.0,3.0,1.0,4.0,1.0,3.0
32,39,1.0,0,1,1,0.8181818181818182,0.8095238095238095,1.0,3.2,0.0,1.0,0.0,-0.365487995263114,4.0,2.0,14,1.0,37,-1.0,0.0,3.0,1.0,3.0,1.0,3.0,1.0,4.0
33,39,1.0,0,1,1,0.8181818181818182,0.8095238095238095,1.0,3.2,0.0,1.0,2.0,-0.365487995263114,4.0,2.0,15,1.0,39,0.0,0.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0
34,39,1.0,0,1,1,0.8181818181818182,0.8095238095238095,1.0,3.0,0.0,1.0,2.0,0.0,3.0,0.0,16,1.0,39,0.0,-1.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0
35,39,1.0,0,1,1,0.8181818181818182,0.8095238095238095,1.0,3.0,0.0,1.0,1.0,0.0,3.0,2.0,17,1.0,38,0.0,0.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0
36,39,1.0,0,1,1,0.8181818181818182,0.8095238095238095,1.0,3.0,0.0,1.0,1.0,0.0,3.0,1.0,18,1.0,38,0.0,0.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0
37,39,1.0,0,1,1,0.8181818181818182,0.8095238095238095,1.0,3.0,0.0,1.0,1.0,0.0,3.0,0.0,19,1.0,39,0.0,0.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0
38,39,1.0,0,1,1,0.8181818181818182,0.8095238095238095,1.0,3.0,0.0,1.0,0.0,0.0,3.0,0.0,20,1.0,38,0.0,0.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0
39,39,1.0,0,1,1,0.8181818181818182,0.8095238095238095,1.0,3.0,0.0,1.0,0.0,0.0,3.0,1.0,21,1.0,38,0.0,0.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0
40,39,1.0,0,1,1,0.8181818181818182,0.8095238095238095,1.0,3.0,0.0,1.0,0.0,0.0,3.0,0.0,22,1.0,40,0.0,0.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0
41,39,1.0,0,1,1,0.8181818181818182,0.8095238095238095,1.0,3.0,0.0,1.0,0.0,0.0,3.0,0.0,23,1.0,41,0.0,0.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0
42,39,1.0,0,1,1,0.8181818181818182,0.8095238095238095,1.0,3.0,0.0,1.0,0.0,0.0,3.0,0.0,24,1.0,41,0.0,0.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0
43,39,1.0,0,1,1,0.8181818181818182,0.8095238095238095,1.0,3.0,0.0,1.0,0.0,0.0,3.0,0.0,25,1.0,41,0.0,0.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0
44,39,1.0,0,1,1,0.8181818181818182,0.8095238095238095,1.0,3.0,0.0,1.0,0.0,0.0,3.0,0.0,26,1.0,42,0.0,0.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0
45,39,1.0,0,1,1,0.8181818181818182,0.8095238095238095,1.0,3.0,0.0,1.0,0.0,0.0,3.0,0.0,27,1.0,41,0.0,0.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0
46,39,1.0,0,1,1,0.8181818181818182,0.8095238095238095,1.0,3.0,0.0,1.0,0.0,0.0,3.0,0.0,28,1.0,41,0.0,0.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0
47,39,1.0,0,1,1,0.8181818181818182,0.8095238095238095,1.0,3.0,0.0,1.0,0.0,0.0,3.0,0.0,29,1.0,41,0.0,0.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0
48,39,1.0,0,1,1,0.8181818181818182,0.8095238095238095,1.0,3.0,0.0,1.0,0.0,0.0,3.0,0.0,30,1.0,42,0.0,0.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0
49,39,1.0,0,1,1,0.8181818181818182,0.8095238095238095,1.0,3.0,0.0,1.0,0.0,0.0,3.0,0.0,31,1.0,42,0.0,0.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0
