t,robot_id,target_future_conflict,state_AVAILABLE,state_IN_PROGRESS,is_carrying,x_norm,y_norm,local_density_3_smooth,local_density_5_smooth,density_3_zscore,density_3_peak,density_3_accel,density_5_zscore,density_5_peak,density_5_accel,steps_stationary,stationary_ratio,neighbour_static_count,density_3_delta,density_5_delta,density_spread,density_3_lag_1,density_5_lag_1,density_3_lag_2,density_5_lag_2,density_3_lag_3,density_5_lag_3
2,9,0.0,1,0,1,0.45454545454545453,0.0,6.0,10.0,0.0,6.0,0.0,0.0,10.0,0.0,1,0.5,43,0.0,0.0,1.6666666666666667,6.0,10.0,0.0,0.0,0.0,0.0
3,9,0.0,1,0,1,0.45454545454545453,0.0,6.0,10.0,0.0,6.0,0.0,0.0,10.0,0.0,2,0.6666666666666666,43,0.0,0.0,1.6666666666666667,6.0,10.0,6.0,10.0,0.0,0.0
4,9,0.0,0,1,1,0.45454545454545453,0.0,6.0,10.0,0.0,6.0,0.0,0.0,10.0,0.0,3,0.75,43,0.0,0.0,1.6666666666666667,6.0,10.0,6.0,10.0,6.0,10.0
5,9,0.0,0,1,1,0.45454545454545453,0.0,6.0,10.0,0.0,6.0,0.0,0.0,10.0,0.0,4,0.8,43,0.0,0.0,1.6666666666666667,6.0,10.0,6.0,10.0,6.0,10.0
6,9,0.0,0,1,1,0.45454545454545453,0.047619047619047616,5.6,10.0,-1.6089664627846396,6.0,0.0,0.0,10.0,0.0,0,0.8,26,-2.0,0.0,2.5,6.0,10.0,6.0,10.0,6.0,10.0
7,9,0.0,0,1,1,0.45454545454545453,0.09523809523809523,4.8,10.0,-1.4823800218180343,6.0,0.0,0.0,10.0,0.0,0,0.6,26,-4.0,0.0,5.0,4.0,10.0,6.0,10.0,6.0,10.0
8,9,0.0,0,1,1,0.5,0.09523809523809523,4.0,9.6,-0.9523809523809526,6.0,0.0,-1.6089664627846396,10.0,0.0,0,0.4,27,-4.0,-2.0,4.0,2.0,10.0,4.0,10.0,6.0,10.0
9,9,0.0,0,1,1,0.5,0.14285714285714285,3.0,8.8,-0.9523809523809526,6.0,0.0,-1.4823800218180345,10.0,0.0,0,0.2,26,-5.0,-4.0,6.0,2.0,8.0,2.0,10.0,4.0,10.0
10,9,0.0,0,1,1,0.5,0.19047619047619047,1.8,7.6,-1.1369093403444925,4.0,0.0,-1.329551025551077,10.0,0.0,0,0.0,26,-6.0,-6.0,4.0,1.0,6.0,2.0,8.0,2.0,10.0
11,9,0.0,0,1,1,0.45454545454545453,0.19047619047619047,1.0,6.6,-0.9090909090909094,2.0,-2.0,-0.6378774205895568,10.0,-5.0,0,0.0,28,-4.0,-5.0,5.0,0.0,4.0,1.0,6.0,2.0,8.0
12,9,0.0,0,1,1,0.45454545454545453,0.23809523809523808,0.6,5.0,-0.6033624235442402,2.0,2.0,-1.2842092049096931,8.0,-8.0,0,0.0,34,-2.0,-8.0,2.0,0.0,5.0,0.0,4.0,1.0,6.0
13,9,0.0,0,1,1,0.45454545454545453,0.2857142857142857,0.2,3.8,-0.3654879952631142,1.0,2.0,-0.9529585854544504,6.0,-4.0,0,0.0,31,-2.0,-6.0,2.0,0.0,2.0,0.0,5.0,0.0,4.0
14,9,0.0,0,1,1,0.45454545454545453,0.3333333333333333,0.2,3.0,1.4619519810524546,1.0,5.0,-0.660408825313113,5.0,0.0,0,0.0,26,0.0,-4.0,2.0,0.0,2.0,0.0,2.0,0.0,5.0
15,9,0.0,0,1,1,0.45454545454545453,0.3333333333333333,0.4,2.6,0.9263225327693092,1.0,7.0,-0.4161924424021924,5.0,4.0,1,0.2,28,1.0,-2.0,2.0,1.0,2.0,0.0,2.0,0.0,2.0
16,9,0.0,0,1,1,0.45454545454545453,0.3333333333333333,0.6,2.0,0.6175483551795395,1.0,5.0,0.0,2.0,2.0,2,0.4,28,1.0,-3.0,2.0,1.0,2.0,1.0,2.0,0.0,2.0
17,9,0.0,0,1,1,0.45454545454545453,0.3333333333333333,0.8,2.4,0.36548799526311354,1.0,3.0,1.6089664627846398,4.0,10.0,3,0.6,28,1.0,2.0,4.0,1.0,2.0,1.0,2.0,1.0,2.0
18,9,0.0,0,1,1,0.45454545454545453,0.3333333333333333,1.0,2.8,0.0,1.0,3.0,1.003810200010419,4.0,8.0,4,0.8,29,1.0,2.0,4.0,1.0,4.0,1.0,2.0,1.0,2.0
19,9,0.0,0,1,1,0.45454545454545453,0.3333333333333333,1.2,3.2,1.4619519810524546,2.0,1.0,0.6692068000069458,4.0,6.0,5,1.0,33,1.0,2.0,2.0,1.0,4.0,1.0,4.0,1.0,2.0
20,9,0.0,0,1,1,0.45454545454545453,0.3333333333333333,1.4,3.4,0.9263225327693093,2.0,0.0,-0.40224161569615985,4.0,3.0,6,1.0,32,1.0,1.0,1.5,2.0,4.0,1.0,4.0,1.0,4.0
21,9,0.0,0,1,1,0.45454545454545453,0.3333333333333333,1.6,3.6,0.6175483551795393,2.0,0.0,-0.9263225327693091,4.0,4.0,7,1.0,32,1.0,1.0,1.5,2.0,3.0,2.0,4.0,1.0,4.0
22,9,0.0,0,1,1,0.45454545454545453,0.3333333333333333,1.8,3.4,0.36548799526311354,2.0,0.0,-0.6175483551795392,4.0,-3.0,8,1.0,33,1.0,-1.0,1.5,2.0,3.0,2.0,3.0,2.0,4.0
23,9,0.0,0,1,1,0.45454545454545453,0.3333333333333333,2.0,3.4,0.0,2.0,0.0,0.9263225327693091,4.0,-2.0,9,1.0,34,1.0,0.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0
24,9,0.0,0,1,1,0.45454545454545453,0.3333333333333333,2.0,3.6,0.0,2.0,-1.0,1.4078456549365597,5.0,-1.0,10,1.0,34,0.0,1.0,2.5,2.0,4.0,2.0,3.0,2.0,3.0
25,9,0.0,0,1,1,0.45454545454545453,0.3333333333333333,2.0,4.2,0.0,2.0,-1.0,1.2821969620550018,6.0,2.0,11,1.0,32,0.0,3.0,3.0,2.0,5.0,2.0,4.0,2.0,3.0
26,9,0.0,0,1,1,0.45454545454545453,0.3333333333333333,2.0,4.8,0.0,2.0,-1.0,0.8547979747033349,6.0,2.0,12,1.0,35,0.0,3.0,3.0,2.0,6.0,2.0,5.0,2.0,4.0
27,9,0.0,0,1,1,0.45454545454545453,0.3333333333333333,2.2,5.4,1.4619519810524544,3.0,0.0,0.6033624235442395,6.0,4.0,13,1.0,36,1.0,3.0,2.0,2.0,6.0,2.0,6.0,2.0,5.0
28,9,0.0,0,1,1,0.45454545454545453,0.3333333333333333,2.4,5.8,0.9263225327693094,3.0,0.0,0.36548799526311393,6.0,2.0,14,1.0,34,1.0,2.0,2.0,3.0,6.0,2.0,6.0,2.0,6.0
29,9,0.0,0,1,1,0.45454545454545453,0.3333333333333333,2.6,6.0,0.6175483551795394,3.0,1.0,0.0,6.0,0.0,15,1.0,33,1.0,1.0,2.0,3.0,6.0,3.0,6.0,2.0,6.0
30,9,0.0,0,1,1,0.45454545454545453,0.3333333333333333,2.8,6.0,0.365487995263114,3.0,1.0,0.0,6.0,-3.0,16,1.0,35,1.0,0.0,2.0,3.0,6.0,3.0,6.0,3.0,6.0
31,9,0.0,0,1,1,0.45454545454545453,0.3333333333333333,3.0,6.2,0.0,3.0,1.0,1.4619519810524544,7.0,-2.0,17,1.0,36,1.0,1.0,2.3333333333333335,3.0,6.0,3.0,6.0,3.0,6.0
32,9,0.0,0,1,1,0.45454545454545453,0.3333333333333333,3.0,6.4,0.0,3.0,-1.0,0.9263225327693089,7.0,-2.0,18,1.0,37,0.0,1.0,2.3333333333333335,3.0,7.0,3.0,6.0,3.0,6.0
33,9,0.0,0,1,1,0.45454545454545453,0.3333333333333333,3.0,6.6,0.0,3.0,-1.0,0.6175483551795402,7.0,-1.0,19,1.0,39,0.0,1.0,2.3333333333333335,3.0,7.0,3.0,7.0,3.0,6.0
34,9,0.0,0,1,1,0.45454545454545453,0.3333333333333333,3.0,6.8,0.0,3.0,-1.0,0.365487995263114,7.0,0.0,20,1.0,39,0.0,1.0,2.3333333333333335,3.0,7.0,3.0,7.0,3.0,7.0
35,9,0.0,0,1,1,0.45454545454545453,0.3333333333333333,3.0,7.0,0.0,3.0,-1.0,0.0,7.0,1.0,21,1.0,38,0.0,1.0,2.3333333333333335,3.0,7.0,3.0,7.0,3.0,7.0
36,9,0.0,0,1,1,0.45454545454545453,0.3333333333333333,3.0,7.0,0.0,3.0,-1.0,0.0,7.0,-1.0,22,1.0,38,0.0,0.0,2.3333333333333335,3.0,7.0,3.0,7.0,3.0,7.0
37,9,0.0,0,1,1,0.45454545454545453,0.3333333333333333,3.0,7.0,0.0,3.0,0.0,0.0,7.0,-1.0,23,1.0,39,0.0,0.0,2.3333333333333335,3.0,7.0,3.0,7.0,3.0,7.0
38,9,0.0,0,1,1,0.45454545454545453,0.3333333333333333,3.0,7.2,0.0,3.0,0.0,1.4619519810524544,8.0,0.0,24,1.0,38,0.0,1.0,2.6666666666666665,3.0,7.0,3.0,7.0,3.0,7.0
39,9,0.0,0,1,1,0.45454545454545453,0.3333333333333333,3.0,7.4,0.0,3.0,0.0,0.9263225327693089,8.0,0.0,25,1.0,38,0.0,1.0,2.6666666666666665,3.0,8.0,3.0,7.0,3.0,7.0
40,9,0.0,0,1,1,0.45454545454545453,0.3333333333333333,2.8,7.4,-1.4619519810524544,3.0,-1.0,-0.6175483551795402,8.0,-1.0,26,1.0,40,-1.0,0.0,3.5,3.0,8.0,3.0,8.0,3.0,7.0
41,9,0.0,0,1,1,0.45454545454545453,0.3333333333333333,2.6,7.4,-0.9263225327693094,3.0,-1.0,-0.6175483551795402,8.0,0.0,27,1.0,41,-1.0,0.0,3.5,2.0,7.0,3.0,8.0,3.0,8.0
42,9,0.0,0,1,1,0.45454545454545453,0.3333333333333333,2.4,7.2,-0.6175483551795394,3.0,-1.0,-1.281147872233175,8.0,-1.0,28,1.0,41,-1.0,-1.0,3.0,2.0,7.0,2.0,7.0,3.0,8.0
43,9,0.0,0,1,1,0.45454545454545453,0.3333333333333333,2.2,6.8,-0.365487995263114,3.0,-1.0,-0.854098581488783,8.0,-3.0,29,1.0,41,-1.0,-2.0,3.0,2.0,6.0,2.0,7.0,2.0,7.0
44,9,0.0,0,1,1,0.45454545454545453,0.3333333333333333,2.0,6.6,0.0,2.0,-1.0,0.6175483551795401,7.0,-2.0,30,1.0,42,-1.0,-1.0,3.5,2.0,6.0,2.0,6.0,2.0,7.0
45,9,0.0,0,1,1,0.45454545454545453,0.3333333333333333,2.0,6.4,0.0,2.0,1.0,-0.6175483551795401,7.0,-1.0,31,1.0,41,0.0,-1.0,3.0,2.0,7.0,2.0,6.0,2.0,6.0
46,9,0.0,0,1,1,0.45454545454545453,0.3333333333333333,2.0,6.2,0.0,2.0,1.0,-0.36548799526311393,7.0,-1.0,32,1.0,41,0.0,-1.0,3.0,2.0,6.0,2.0,7.0,2.0,6.0
47,9,0.0,0,1,1,0.45454545454545453,0.3333333333333333,2.0,6.2,0.0,2.0,1.0,-0.36548799526311393,7.0,1.0,33,1.0,41,0.0,0.0,3.0,2.0,6.0,2.0,6.0,2.0,7.0
48,9,0.0,0,1,1,0.45454545454545453,0.3333333333333333,2.0,6.2,0.0,2.0,1.0,-0.36548799526311393,7.0,2.0,34,1.0,42,0.0,0.0,3.0,2.0,6.0,2.0,6.0,2.0,6.0
49,9,0.0,0,1,1,0.45454545454545453,0.3333333333333333,2.0,6.0,0.0,2.0,1.0,0.0,6.0,0.0,35,1.0,42,0.0,-1.0,3.0,2.0,6.0,2.0,6.0,2.0,6.0
50,9,0.0,0,1,1,0.45454545454545453,0.3333333333333333,2.0,6.0,0.0,2.0,0.0,0.0,6.0,1.0,36,1.0,42,0.0,0.0,3.0,2.0,6.0,2.0,6.0,2.0,6.0
51,9,0.0,0,1,1,0.45454545454545453,0.3333333333333333,2.0,6.0,0.0,2.0,0.0,0.0,6.0,1.0,37,1.0,42,0.0,0.0,3.0,2.0,6.0,2.0,6.0,2.0,6.0
52,9,0.0,0,1,1,0.45454545454545453,0.3333333333333333,2.0,6.0,0.0,2.0,0.0,0.0,6.0,0.0,38,1.0,42,0.0,0.0,3.0,2.0,6.0,2.0,6.0,2.0,6.0
53,9,0.0,0,1,1,0.45454545454545453,0.3333333333333333,2.0,6.0,0.0,2.0,0.0,0.0,6.0,0.0,39,1.0,42,0.0,0.0,3.0,2.0,6.0,2.0,6.0,2.0,6.0
54,9,0.0,0,1,1,0.45454545454545453,0.3333333333333333,2.0,6.0,0.0,2.0,0.0,0.0,6.0,1.0,40,1.0,43,0.0,0.0,3.0,2.0,6.0,2.0,6.0,2.0,6.0
55,9,0.0,0,1,1,0.45454545454545453,0.3333333333333333,2.0,6.0,0.0,2.0,0.0,0.0,6.0,0.0,41,1.0,43,0.0,0.0,3.0,2.0,6.0,2.0,6.0,2.0,6.0
56,9,0.0,0,1,1,0.45454545454545453,0.3333333333333333,2.0,6.0,0.0,2.0,0.0,0.0,6.0,0.0,42,1.0,43,0.0,0.0,3.0,2.0,6.0,2.0,6.0,2.0,6.0
57,9,0.0,0,1,1,0.45454545454545453,0.3333333333333333,2.0,6.0,0.0,2.0,0.0,0.0,6.0,0.0,43,1.0,43,0.0,0.0,3.0,2.0,6.0,2.0,6.0,2.0,6.0
58,9,0.0,0,1,1,0.45454545454545453,0.3333333333333333,2.0,6.0,0.0,2.0,0.0,0.0,6.0,0.0,44,1.0,43,0.0,0.0,3.0,2.0,6.0,2.0,6.0,2.0,6.0
59,9,0.0,0,1,1,0.45454545454545453,0.3333333333333333,2.0,6.0,0.0,2.0,0.0,0.0,6.0,0.0,45,1.0,43,0.0,0.0,3.0,2.0,6.0,2.0,6.0,2.0,6.0
60,9,0.0,0,1,1,0.45454545454545453,0.3333333333333333,2.0,6.0,0.0,2.0,0.0,0.0,6.0,0.0,46,1.0,43,0.0,0.0,3.0,2.0,6.0,2.0,6.0,2.0,6.0
61,9,0.0,0,1,1,0.45454545454545453,0.3333333333333333,2.0,6.0,0.0,2.0,0.0,0.0,6.0,0.0,47,1.0,43,0.0,0.0,3.0,2.0,6.0,2.0,6.0,2.0,6.0
62,9,0.0,0,1,1,0.45454545454545453,0.3333333333333333,2.0,6.0,0.0,2.0,0.0,0.0,6.0,0.0,48,1.0,43,0.0,0.0,3.0,2.0,6.0,2.0,6.0,2.0,6.0
63,9,0.0,0,1,1,0.45454545454545453,0.3333333333333333,2.0,6.0,0.0,2.0,0.0,0.0,6.0,0.0,49,1.0,43,0.0,0.0,3.0,2.0,6.0,2.0,6.0,2.0,6.0
64,9,0.0,0,1,1,0.45454545454545453,0.3333333333333333,2.0,6.0,0.0,2.0,0.0,0.0,6.0,0.0,50,1.0,43,0.0,0.0,3.0,2.0,6.0,2.0,6.0,2.0,6.0
65,9,0.0,0,1,1,0.45454545454545453,0.3333333333333333,2.0,6.0,0.0,2.0,0.0,0.0,6.0,0.0,51,1.0,43,0.0,0.0,3.0,2.0,6.0,2.0,6.0,2.0,6.0
66,9,0.0,0,1,1,0.45454545454545453,0.3333333333333333,2.0,6.0,0.0,2.0,0.0,0.0,6.0,0.0,52,1.0,43,0.0,0.0,3.0,2.0,6.0,2.0,6.0,2.0,6.0
67,9,0.0,0,1,1,0.45454545454545453,0.3333333333333333,2.0,6.0,0.0,2.0,0.0,0.0,6.0,0.0,53,1.0,43,0.0,0.0,3.0,2.0,6.0,2.0,6.0,2.0,6.0
68,9,0.0,0,1,1,0.45454545454545453,0.3333333333333333,2.0,6.0,0.0,2.0,0.0,0.0,6.0,0.0,54,1.0,43,0.0,0.0,3.0,2.0,6.0,2.0,6.0,2.0,6.0
69,9,0.0,0,1,1,0.45454545454545453,0.3333333333333333,2.0,6.0,0.0,2.0,0.0,0.0,6.0,0.0,55,1.0,43,0.0,0.0,3.0,2.0,6.0,2.0,6.0,2.0,6.0
70,9,0.0,0,1,1,0.45454545454545453,0.3333333333333333,2.0,6.0,0.0,2.0,0.0,0.0,6.0,0.0,56,1.0,43,0.0,0.0,3.0,2.0,6.0,2.0,6.0,2.0,6.0
71,9,0.0,0,1,1,0.45454545454545453,0.3333333333333333,2.0,6.0,0.0,2.0,0.0,0.0,6.0,0.0,57,1.0,43,0.0,0.0,3.0,2.0,6.0,2.0,6.0,2.0,6.0
72,9,0.0,0,1,1,0.45454545454545453,0.3333333333333333,2.0,6.0,0.0,2.0,0.0,0.0,6.0,0.0,58,1.0,43,0.0,0.0,3.0,2.0,6.0,2.0,6.0,2.0,6.0
73,9,0.0,0,1,1,0.45454545454545453,0.3333333333333333,2.0,6.0,0.0,2.0,0.0,0.0,6.0,0.0,59,1.0,43,0.0,0.0,3.0,2.0,6.0,2.0,6.0,2.0,6.0
74,9,0.0,0,1,1,0.45454545454545453,0.3333333333333333,2.0,6.0,0.0,2.0,0.0,0.0,6.0,0.0,60,1.0,43,0.0,0.0,3.0,2.0,6.0,2.0,6.0,2.0,6.0
75,9,0.0,0,1,1,0.45454545454545453,0.3333333333333333,2.0,6.0,0.0,2.0,0.0,0.0,6.0,0.0,61,1.0,43,0.0,0.0,3.0,2.0,6.0,2.0,6.0,2.0,6.0
76,9,0.0,0,1,1,0.45454545454545453,0.3333333333333333,2.0,6.0,0.0,2.0,0.0,0.0,6.0,0.0,62,1.0,43,0.0,0.0,3.0,2.0,6.0,2.0,6.0,2.0,6.0
77,9,0.0,0,1,1,0.45454545454545453,0.3333333333333333,2.0,6.0,0.0,2.0,0.0,0.0,6.0,0.0,63,1.0,43,0.0,0.0,3.0,2.0,6.0,2.0,6.0,2.0,6.0
78,9,0.0,0,1,1,0.45454545454545453,0.3333333333333333,2.0,6.0,0.0,2.0,0.0,0.0,6.0,0.0,64,1.0,43,0.0,0.0,3.0,2.0,6.0,2.0,6.0,2.0,6.0
79,9,0.0,0,1,1,0.45454545454545453,0.3333333333333333,2.0,6.0,0.0,2.0,0.0,0.0,6.0,0.0,65,1.0,43,0.0,0.0,3.0,2.0,6.0,2.0,6.0,2.0,6.0
80,9,0.0,0,1,1,0.45454545454545453,0.3333333333333333,2.0,6.0,0.0,2.0,0.0,0.0,6.0,0.0,66,1.0,43,0.0,0.0,3.0,2.0,6.0,2.0,6.0,2.0,6.0
81,9,0.0,0,1,1,0.45454545454545453,0.3333333333333333,2.0,6.0,0.0,2.0,0.0,0.0,6.0,0.0,67,1.0,43,0.0,0.0,3.0,2.0,6.0,2.0,6.0,2.0,6.0
82,9,0.0,0,1,1,0.45454545454545453,0.3333333333333333,2.0,6.0,0.0,2.0,0.0,0.0,6.0,0.0,68,1.0,43,0.0,0.0,3.0,2.0,6.0,2.0,6.0,2.0,6.0
83,9,0.0,0,1,1,0.45454545454545453,0.3333333333333333,2.0,6.0,0.0,2.0,0.0,0.0,6.0,0.0,69,1.0,43,0.0,0.0,3.0,2.0,6.0,2.0,6.0,2.0,6.0
84,9,0.0,0,1,1,0.45454545454545453,0.3333333333333333,2.0,6.0,0.0,2.0,0.0,0.0,6.0,0.0,70,1.0,43,0.0,0.0,3.0,2.0,6.0,2.0,6.0,2.0,6.0
85,9,0.0,0,1,1,0.45454545454545453,0.3333333333333333,2.0,6.0,0.0,2.0,0.0,0.0,6.0,0.0,71,1.0,43,0.0,0.0,3.0,2.0,6.0,2.0,6.0,2.0,6.0
86,9,0.0,0,1,1,0.45454545454545453,0.3333333333333333,2.0,6.0,0.0,2.0,0.0,0.0,6.0,0.0,72,1.0,43,0.0,0.0,3.0,2.0,6.0,2.0,6.0,2.0,6.0
87,9,0.0,0,1,1,0.45454545454545453,0.3333333333333333,2.0,6.0,0.0,2.0,0.0,0.0,6.0,0.0,73,1.0,43,0.0,0.0,3.0,2.0,6.0,2.0,6.0,2.0,6.0
88,9,0.0,0,1,1,0.45454545454545453,0.3333333333333333,2.0,6.0,0.0,2.0,0.0,0.0,6.0,0.0,74,1.0,43,0.0,0.0,3.0,2.0,6.0,2.0,6.0,2.0,6.0
89,9,0.0,0,1,1,0.45454545454545453,0.3333333333333333,2.0,6.0,0.0,2.0,0.0,0.0,6.0,0.0,75,1.0,43,0.0,0.0,3.0,2.0,6.0,2.0,6.0,2.0,6.0
90,9,0.0,0,1,1,0.45454545454545453,0.3333333333333333,2.0,6.0,0.0,2.0,0.0,0.0,6.0,0.0,76,1.0,43,0.0,0.0,3.0,2.0,6.0,2.0,6.0,2.0,6.0
91,9,0.0,0,1,1,0.45454545454545453,0.3333333333333333,2.0,6.0,0.0,2.0,0.0,0.0,6.0,0.0,77,1.0,43,0.0,0.0,3.0,2.0,6.0,2.0,6.0,2.0,6.0
92,9,0.0,0,1,1,0.45454545454545453,0.3333333333333333,2.0,6.0,0.0,2.0,0.0,0.0,6.0,0.0,78,1.0,43,0.0,0.0,3.0,2.0,6.0,2.0,6.0,2.0,6.0
93,9,0.0,0,1,1,0.45454545454545453,0.3333333333333333,2.0,6.0,0.0,2.0,0.0,0.0,6.0,0.0,79,1.0,43,0.0,0.0,3.0,2.0,6.0,2.0,6.0,2.0,6.0
94,9,0.0,0,1,1,0.45454545454545453,0.3333333333333333,2.0,6.0,0.0,2.0,0.0,0.0,6.0,0.0,80,1.0,43,0.0,0.0,3.0,2.0,6.0,2.0,6.0,2.0,6.0
95,9,0.0,0,1,1,0.45454545454545453,0.3333333333333333,2.0,6.0,0.0,2.0,0.0,0.0,6.0,0.0,81,1.0,43,0.0,0.0,3.0,2.0,6.0,2.0,6.0,2.0,6.0
96,9,0.0,0,1,1,0.45454545454545453,0.3333333333333333,2.0,6.0,0.0,2.0,0.0,0.0,6.0,0.0,82,1.0,43,0.0,0.0,3.0,2.0,6.0,2.0,6.0,2.0,6.0
97,9,0.0,0,1,1,0.45454545454545453,0.3333333333333333,2.0,6.0,0.0,2.0,0.0,0.0,6.0,0.0,83,1.0,43,0.0,0.0,3.0,2.0,6.0,2.0,6.0,2.0,6.0
98,9,0.0,0,1,1,0.45454545454545453,0.3333333333333333,2.0,6.0,0.0,2.0,0.0,0.0,6.0,0.0,84,1.0,43,0.0,0.0,3.0,2.0,6.0,2.0,6.0,2.0,6.0
99,9,0.0,0,1,1,0.45454545454545453,0.3333333333333333,2.0,6.0,0.0,2.0,0.0,0.0,6.0,0.0,85,1.0,43,0.0,0.0,3.0,2.0,6.0,2.0,6.0,2.0,6.0
100,9,0.0,0,1,1,0.45454545454545453,0.3333333333333333,2.0,6.0,0.0,2.0,0.0,0.0,6.0,0.0,86,1.0,43,0.0,0.0,3.0,2.0,6.0,2.0,6.0,2.0,6.0
101,9,0.0,0,1,1,0.45454545454545453,0.3333333333333333,2.0,6.0,0.0,2.0,0.0,0.0,6.0,0.0,87,1.0,43,0.0,0.0,3.0,2.0,6.0,2.0,6.0,2.0,6.0
102,9,0.0,0,1,1,0.45454545454545453,0.3333333333333333,2.0,6.0,0.0,2.0,0.0,0.0,6.0,0.0,88,1.0,43,0.0,0.0,3.0,2.0,6.0,2.0,6.0,2.0,6.0
103,9,0.0,0,1,1,0.45454545454545453,0.3333333333333333,2.0,6.0,0.0,2.0,0.0,0.0,6.0,0.0,89,1.0,43,0.0,0.0,3.0,2.0,6.0,2.0,6.0,2.0,6.0
104,9,0.0,0,1,1,0.45454545454545453,0.3333333333333333,2.0,6.0,0.0,2.0,0.0,0.0,6.0,0.0,90,1.0,43,0.0,0.0,3.0,2.0,6.0,2.0,6.0,2.0,6.0
105,9,0.0,0,1,1,0.45454545454545453,0.3333333333333333,2.0,6.0,0.0,2.0,0.0,0.0,6.0,0.0,91,1.0,43,0.0,0.0,3.0,2.0,6.0,2.0,6.0,2.0,6.0
106,9,0.0,0,1,1,0.45454545454545453,0.3333333333333333,2.0,6.0,0.0,2.0,0.0,0.0,6.0,0.0,92,1.0,43,0.0,0.0,3.0,2.0,6.0,2.0,6.0,2.0,6.0
107,9,0.0,0,1,1,0.45454545454545453,0.3333333333333333,2.0,6.0,0.0,2.0,0.0,0.0,6.0,0.0,93,1.0,43,0.0,0.0,3.0,2.0,6.0,2.0,6.0,2.0,6.0
108,9,0.0,0,1,1,0.45454545454545453,0.3333333333333333,2.0,6.0,0.0,2.0,0.0,0.0,6.0,0.0,94,1.0,43,0.0,0.0,3.0,2.0,6.0,2.0,6.0,2.0,6.0
109,9,0.0,0,1,1,0.45454545454545453,0.3333333333333333,2.0,6.0,0.0,2.0,0.0,0.0,6.0,0.0,95,1.0,43,0.0,0.0,3.0,2.0,6.0,2.0,6.0,2.0,6.0
110,9,0.0,0,1,1,0.45454545454545453,0.3333333333333333,2.0,6.0,0.0,2.0,0.0,0.0,6.0,0.0,96,1.0,43,0.0,0.0,3.0,2.0,6.0,2.0,6.0,2.0,6.0
111,9,0.0,0,1,1,0.45454545454545453,0.3333333333333333,2.0,6.0,0.0,2.0,0.0,0.0,6.0,0.0,97,1.0,43,0.0,0.0,3.0,2.0,6.0,2.0,6.0,2.0,6.0
112,9,0.0,0,1,1,0.45454545454545453,0.3333333333333333,2.0,6.0,0.0,2.0,0.0,0.0,6.0,0.0,98,1.0,43,0.0,0.0,3.0,2.0,6.0,2.0,6.0,2.0,6.0
113,9,0.0,0,1,1,0.45454545454545453,0.3333333333333333,2.0,6.0,0.0,2.0,0.0,0.0,6.0,0.0,99,1.0,43,0.0,0.0,3.0,2.0,6.0,2.0,6.0,2.0,6.0
114,9,0.0,0,1,1,0.45454545454545453,0.3333333333333333,2.0,6.0,0.0,2.0,0.0,0.0,6.0,0.0,100,1.0,43,0.0,0.0,3.0,2.0,6.0,2.0,6.0,2.0,6.0
115,9,0.0,0,1,1,0.45454545454545453,0.3333333333333333,2.0,6.0,0.0,2.0,0.0,0.0,6.0,0.0,101,1.0,43,0.0,0.0,3.0,2.0,6.0,2.0,6.0,2.0,6.0
116,9,0.0,0,1,1,0.45454545454545453,0.3333333333333333,2.0,6.0,0.0,2.0,0.0,0.0,6.0,0.0,102,1.0,43,0.0,0.0,3.0,2.0,6.0,2.0,6.0,2.0,6.0
117,9,0.0,0,1,1,0.45454545454545453,0.3333333333333333,2.0,6.0,0.0,2.0,0.0,0.0,6.0,0.0,103,1.0,43,0.0,0.0,3.0,2.0,6.0,2.0,6.0,2.0,6.0
118,9,0.0,0,1,1,0.45454545454545453,0.3333333333333333,2.0,6.0,0.0,2.0,0.0,0.0,6.0,0.0,104,1.0,43,0.0,0.0,3.0,2.0,6.0,2.0,6.0,2.0,6.0
119,9,0.0,0,1,1,0.45454545454545453,0.3333333333333333,2.0,6.0,0.0,2.0,0.0,0.0,6.0,0.0,105,1.0,43,0.0,0.0,3.0,2.0,6.0,2.0,6.0,2.0,6.0
120,9,0.0,0,1,1,0.45454545454545453,0.3333333333333333,2.0,6.0,0.0,2.0,0.0,0.0,6.0,0.0,106,1.0,43,0.0,0.0,3.0,2.0,6.0,2.0,6.0,2.0,6.0
121,9,0.0,0,1,1,0.45454545454545453,0.3333333333333333,2.0,6.0,0.0,2.0,0.0,0.0,6.0,0.0,107,1.0,43,0.0,0.0,3.0,2.0,6.0,2.0,6.0,2.0,6.0
122,9,0.0,0,1,1,0.45454545454545453,0.3333333333333333,2.0,6.0,0.0,2.0,0.0,0.0,6.0,0.0,108,1.0,43,0.0,0.0,3.0,2.0,6.0,2.0,6.0,2.0,6.0
1,10,0.0,1,0,1,0.5,0.0,6.0,10.0,0.0,6.0,0.0,0.0,10.0,0.0,0,0.0,0,0.0,0.0,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0
2,10,0.0,1,0,1,0.5,0.0,6.0,10.0,0.0,6.0,0.0,0.0,10.0,0.0,1,0.5,43,0.0,0.0,1.6666666666666667,6.0,10.0,0.0,0.0,0.0,0.0
