t,robot_id,x,y,state,held_item,path_length,local_density_3,local_density_5,stuck_duration,collision_vertex,collision_edge,is_stuck,is_deadlocked
7,8,10,1,IN_PROGRESS,0,8,5,7,3,0,0,1,0
7,9,11,3,IN_PROGRESS,0,7,2,10,0,0,0,0,0
7,10,12,1,IN_PROGRESS,0,0,5,8,0,0,0,0,0
7,11,13,1,IN_PROGRESS,0,0,3,10,0,0,0,0,0
7,12,14,1,IN_PROGRESS,0,10,4,10,3,0,0,1,0
7,13,15,3,IN_PROGRESS,0,5,2,7,0,0,0,0,0
7,14,16,3,IN_PROGRESS,0,7,2,7,0,0,0,0,0
7,15,17,1,IN_PROGRESS,0,0,5,10,0,0,0,0,0
7,16,18,1,IN_PROGRESS,0,0,4,10,0,0,0,0,0
7,17,19,1,IN_PROGRESS,0,6,5,8,3,0,0,1,0
7,18,20,1,IN_PROGRESS,0,0,6,6,0,0,0,0,0
7,19,21,1,IN_PROGRESS,0,11,5,6,3,0,0,1,0
7,20,22,1,IN_PROGRESS,0,0,4,6,0,0,0,0,0
7,21,23,1,IN_PROGRESS,0,10,3,5,3,0,0,1,0
7,22,2,20,IN_PROGRESS,0,4,1,4,0,0,0,0,0
7,23,3,20,IN_PROGRESS,0,5,3,5,0,0,0,0,0
7,24,4,22,IN_PROGRESS,0,0,3,6,0,0,0,0,0
7,25,5,22,IN_PROGRESS,0,10,3,8,3,0,0,1,0
7,26,6,20,IN_PROGRESS,0,7,5,8,0,0,0,0,0
7,27,7,22,IN_PROGRESS,0,0,6,7,0,0,0,0,0
7,28,8,20,IN_PROGRESS,0,6,4,7,0,0,0,0,0
7,29,8,21,IN_PROGRESS,0,4,4,8,0,0,0,0,0
7,30,10,22,IN_PROGRESS,0,0,5,9,0,0,0,0,0
7,31,11,20,IN_PROGRESS,0,4,3,8,0,0,0,0,0
7,32,12,22,IN_PROGRESS,0,0,5,7,0,0,0,0,0
7,33,13,22,IN_PROGRESS,0,0,4,7,0,0,0,0,0
7,34,14,22,IN_PROGRESS,0,0,3,9,0,0,0,0,0
7,35,15,22,IN_PROGRESS,0,0,5,9,0,0,0,0,0
7,36,16,20,IN_PROGRESS,0,5,2,8,0,0,0,0,0
7,37,17,20,IN_PROGRESS,0,3,2,8,0,0,0,0,0
7,38,18,22,IN_PROGRESS,0,0,4,9,0,0,0,0,0
7,39,19,22,IN_PROGRESS,0,6,2,9,3,0,0,1,0
7,40,20,22,IN_PROGRESS,0,8,4,7,3,0,0,1,0
7,41,21,20,IN_PROGRESS,0,4,3,7,0,0,0,0,0
7,42,22,20,IN_PROGRESS,0,6,2,5,0,0,0,0,0
7,43,22,21,IN_PROGRESS,0,18,3,5,0,0,0,0,0
8,0,2,1,IN_PROGRESS,0,0,1,2,0,0,0,0,0
8,1,3,4,IN_PROGRESS,0,6,0,5,0,0,0,0,0
8,2,4,1,IN_PROGRESS,0,0,1,6,0,0,0,0,0
8,3,6,3,IN_PROGRESS,0,7,2,6,0,0,0,0,0
8,4,7,3,IN_PROGRESS,0,3,3,8,0,0,0,0,0
8,5,7,4,IN_PROGRESS,0,6,2,5,0,0,0,0,0
8,6,8,1,IN_PROGRESS,0,0,3,8,0,0,0,0,0
8,7,9,1,IN_PROGRESS,0,0,3,10,0,0,0,0,0
8,8,10,1,IN_PROGRESS,0,8,4,7,4,0,0,1,0
8,9,12,3,IN_PROGRESS,0,6,2,8,0,0,0,0,0
8,10,12,1,IN_PROGRESS,0,0,5,7,0,0,0,0,0
8,11,13,1,IN_PROGRESS,0,0,4,9,0,0,0,0,0
8,12,14,1,IN_PROGRESS,0,10,3,10,4,0,0,1,0
8,13,16,3,IN_PROGRESS,0,4,2,7,0,0,0,0,0
8,14,17,3,IN_PROGRESS,0,6,3,7,0,0,0,0,0
8,15,17,1,IN_PROGRESS,0,0,6,10,0,0,0,0,0
8,16,18,1,IN_PROGRESS,0,0,5,10,0,0,0,0,0
8,17,19,1,IN_PROGRESS,0,6,5,9,4,0,0,1,0
8,18,20,1,IN_PROGRESS,0,0,6,7,0,0,0,0,0
8,19,21,1,IN_PROGRESS,0,11,5,6,4,0,0,1,0
8,20,22,1,IN_PROGRESS,0,0,4,6,0,0,0,0,0
8,21,23,1,IN_PROGRESS,0,10,3,5,4,0,0,1,0
8,22,2,19,IN_PROGRESS,0,3,1,2,0,0,0,0,0
8,23,3,19,IN_PROGRESS,0,4,1,5,0,0,0,0,0
8,24,4,22,IN_PROGRESS,0,0,2,5,0,0,0,0,0
8,25,5,22,IN_PROGRESS,0,10,2,6,4,0,0,1,0
8,26,7,20,IN_PROGRESS,0,6,3,8,0,0,0,0,0
8,27,7,22,IN_PROGRESS,0,0,5,7,0,0,0,0,0
8,28,8,19,IN_PROGRESS,0,5,2,6,0,0,0,0,0
8,29,8,20,IN_PROGRESS,0,3,3,6,0,0,0,0,0
8,30,10,22,IN_PROGRESS,0,0,3,10,0,0,0,0,0
8,31,12,20,IN_PROGRESS,0,3,2,9,0,0,0,0,0
8,32,12,22,IN_PROGRESS,0,0,5,6,0,0,0,0,0
8,33,13,22,IN_PROGRESS,0,0,5,6,0,0,0,0,0
8,34,14,22,IN_PROGRESS,0,0,3,8,0,0,0,0,0
8,35,15,22,IN_PROGRESS,0,0,4,10,0,0,0,0,0
8,36,17,20,IN_PROGRESS,0,4,2,8,0,0,0,0,0
8,37,17,19,IN_PROGRESS,0,2,1,5,0,0,0,0,0
8,38,18,22,IN_PROGRESS,0,0,4,8,0,0,0,0,0
8,39,19,22,IN_PROGRESS,0,6,2,8,4,0,0,1,0
8,40,20,22,IN_PROGRESS,0,8,3,7,4,0,0,1,0
8,41,22,20,IN_PROGRESS,0,3,2,5,0,0,0,0,0
8,42,22,19,IN_PROGRESS,0,5,2,4,0,0,0,0,0
8,43,22,21,IN_PROGRESS,0,18,3,5,1,0,0,0,0
9,0,2,1,IN_PROGRESS,0,0,1,2,0,0,0,0,0
9,1,3,5,IN_PROGRESS,0,5,0,4,0,0,0,0,0
9,2,4,1,IN_PROGRESS,0,0,1,5,0,0,0,0,0
9,3,7,3,IN_PROGRESS,0,6,3,6,0,0,0,0,0
9,4,7,4,IN_PROGRESS,0,2,2,6,0,0,0,0,0
9,5,7,5,IN_PROGRESS,0,5,2,4,0,0,0,0,0
9,6,8,1,IN_PROGRESS,0,0,3,8,0,0,0,0,0
9,7,9,1,IN_PROGRESS,0,0,3,8,0,0,0,0,0
9,8,10,1,IN_PROGRESS,0,8,4,7,5,0,0,1,0
9,9,12,4,IN_PROGRESS,0,5,1,6,0,0,0,0,0
9,10,12,1,IN_PROGRESS,0,0,5,7,0,0,0,0,0
9,11,13,1,IN_PROGRESS,0,0,3,8,0,0,0,0,0
9,12,14,1,IN_PROGRESS,0,10,3,9,5,0,0,1,0
9,13,17,3,IN_PROGRESS,0,3,3,6,0,0,0,0,0
9,14,17,4,IN_PROGRESS,0,5,2,5,0,0,0,0,0
9,15,17,1,IN_PROGRESS,0,0,6,10,0,0,0,0,0
9,16,18,1,IN_PROGRESS,0,0,5,10,0,0,0,0,0
9,17,19,1,IN_PROGRESS,0,6,5,9,5,0,0,1,0
9,18,20,1,IN_PROGRESS,0,0,6,7,0,0,0,0,0
9,19,21,1,IN_PROGRESS,0,11,5,6,5,0,0,1,0
9,20,22,1,IN_PROGRESS,0,0,4,6,0,0,0,0,0
9,21,23,1,IN_PROGRESS,0,10,3,5,5,0,0,1,0
9,22,2,18,IN_PROGRESS,0,2,1,1,0,0,0,0,0
9,23,3,18,IN_PROGRESS,0,3,1,4,0,0,0,0,0
9,24,4,22,IN_PROGRESS,0,0,2,3,0,0,0,0,0
9,25,5,22,IN_PROGRESS,0,10,2,4,5,0,0,1,0
9,26,7,19,IN_PROGRESS,0,5,3,6,0,0,0,0,0
9,27,7,22,IN_PROGRESS,0,0,4,7,0,0,0,0,0
9,28,8,18,IN_PROGRESS,0,4,2,5,0,0,0,0,0
9,29,8,19,IN_PROGRESS,0,2,2,5,0,0,0,0,0
9,30,10,22,IN_PROGRESS,0,0,3,8,0,0,0,0,0
9,31,12,19,IN_PROGRESS,0,2,1,8,0,0,0,0,0
9,32,12,22,IN_PROGRESS,0,0,5,6,0,0,0,0,0
9,33,13,22,IN_PROGRESS,0,0,4,6,0,0,0,0,0
9,34,14,22,IN_PROGRESS,0,0,3,7,0,0,0,0,0
9,35,15,22,IN_PROGRESS,0,0,4,8,0,0,0,0,0
